group3,nic_div,workers_m
334,23,0.00020802125
334,24,0.01492282
334,27,0.00029547875
334,30,0.00178933875
334,32,0.003820985
334,35,0.01123598875
334,36,0.00102553125
334,41,0.0018575125
334,42,0.00606326
334,43,0.00203116125
334,47,0.007704698749999999
334,49,0.01584672125
334,51,0.0039755475
334,52,0.022240173749999998
334,53,0.032928099999999995
334,59,0.0024182400000000003
334,61,0.007062948749999999
334,62,0.0078033825
334,64,0.008314407499999999
334,65,0.0023230399999999997
334,66,0.00794988
334,68,0.007314515
334,69,0.01169299375
334,70,0.0043203775
334,73,0.001122915
334,74,0.00015226250000000002
334,78,0.0002046575
334,82,0.03139360125
334,84,0.1358847325
334,85,0.045428908750000004
334,86,0.0060358799999999995
334,88,0.00153367875
334,93,0.00471012125
334,94,0.00134305
335,1,0.00048851375
335,27,0.00654735625
335,35,0.0030700849999999997
335,42,0.0010624775
335,63,0.00543033625
335,66,0.00034060374999999996
335,69,0.007389633749999999
335,70,0.00073127375
335,82,0.002800975
335,84,0.4705465425
335,85,0.0048039037500000005
335,86,0.001941045
335,88,0.0038775224999999997
